_id,topic,weight
623409aa28a0c11b54da3600,20, 0.24812509
623409ad28a0c11b54da3601,7, 0.35976133
623409ad28a0c11b54da3601,8, 0.3412592
623409ad28a0c11b54da3601,18, 0.27428544
623409af28a0c11b54da3602,7, 0.41719392
623409af28a0c11b54da3602,18, 0.10439415
623409af28a0c11b54da3602,20, 0.4596208
623409b128a0c11b54da3603,1, 0.58536303
623409b128a0c11b54da3603,8, 0.21913788
623409b128a0c11b54da3603,18, 0.17213914
623409b328a0c11b54da3604,7, 0.48237273
623409b328a0c11b54da3604,18, 0.12361374
623409b328a0c11b54da3604,20, 0.324332
623409b328a0c11b54da3604,21, 0.050640102
623409b628a0c11b54da3605,8, 0.17090014
623409b628a0c11b54da3605,17, 0.4145693
623409b628a0c11b54da3605,18, 0.25612786
623409b628a0c11b54da3605,20, 0.13842273
623409b828a0c11b54da3606,8, 0.41004613
623409b828a0c11b54da3606,13, 0.19873898
623409b828a0c11b54da3606,18, 0.2123729
623409b828a0c11b54da3606,20, 0.15836693
623409bb28a0c11b54da3607,8, 0.41004935
623409bb28a0c11b54da3607,13, 0.19876786
623409bb28a0c11b54da3607,18, 0.21233222
623409bb28a0c11b54da3607,20, 0.15837547
623409bd28a0c11b54da3608,1, 0.2115032
623409bd28a0c11b54da3608,8, 0.19608763
623409bd28a0c11b54da3608,16, 0.21802013
623409bd28a0c11b54da3608,18, 0.16014634
623409bd28a0c11b54da3608,20, 0.19583943
623409bf28a0c11b54da3609,0, 0.07473858
623409bf28a0c11b54da3609,11, 0.17836657
623409bf28a0c11b54da3609,16, 0.3681824
623409bf28a0c11b54da3609,18, 0.18486853
623409bf28a0c11b54da3609,20, 0.17499045
623409c228a0c11b54da360a,8, 0.43972838
623409c228a0c11b54da360a,18, 0.37018555
623409c228a0c11b54da360a,20, 0.16389498
623409c428a0c11b54da360b,2, 0.17866369
623409c428a0c11b54da360b,7, 0.3181327
623409c428a0c11b54da360b,18, 0.20539545
623409c428a0c11b54da360b,20, 0.27506414
623409c628a0c11b54da360c,8, 0.62332606
623409c628a0c11b54da360c,18, 0.24855708
623409c628a0c11b54da360c,20, 0.10801378
623409c928a0c11b54da360d,1, 0.4812736
623409c928a0c11b54da360d,8, 0.33100522
623409c928a0c11b54da360d,18, 0.16555887
623409cb28a0c11b54da360e,2, 0.2556756
623409cb28a0c11b54da360e,6, 0.113175295
623409cb28a0c11b54da360e,9, 0.11009499
623409cb28a0c11b54da360e,18, 0.2061
623409cb28a0c11b54da360e,20, 0.29150963
623409cd28a0c11b54da360f,7, 0.23289405
623409cd28a0c11b54da360f,18, 0.16020517
623409cd28a0c11b54da360f,20, 0.5847327
623409cf28a0c11b54da3610,8, 0.121828705
623409cf28a0c11b54da3610,9, 0.06058078
623409cf28a0c11b54da3610,11, 0.21264446
623409cf28a0c11b54da3610,18, 0.45696682
623409cf28a0c11b54da3610,20, 0.1265004
623409d228a0c11b54da3611,12, 0.3960544
623409d228a0c11b54da3611,18, 0.20954105
623409d228a0c11b54da3611,20, 0.37331703
623409d428a0c11b54da3612,8, 0.25737432
623409d428a0c11b54da3612,14, 0.12256212
623409d428a0c11b54da3612,18, 0.46369502
623409d428a0c11b54da3612,20, 0.13590322
623409d628a0c11b54da3613,1, 0.042634208
623409d628a0c11b54da3613,7, 0.490273
623409d628a0c11b54da3613,16, 0.21072257
623409d628a0c11b54da3613,18, 0.0696725
623409d628a0c11b54da3613,20, 0.16912955
623409d928a0c11b54da3614,1, 0.062174622
623409d928a0c11b54da3614,7, 0.2869259
623409d928a0c11b54da3614,16, 0.119261816
623409d928a0c11b54da3614,20, 0.51384413
623409dc28a0c11b54da3615,7, 0.35630274
623409dc28a0c11b54da3615,18, 0.16787563
623409dc28a0c11b54da3615,20, 0.45365828
623409e328a0c11b54da3616,7, 0.8568109
623409e328a0c11b54da3616,16, 0.11720579
623409e528a0c11b54da3617,8, 0.32277426
623409e528a0c11b54da3617,18, 0.28726453
623409e528a0c11b54da3617,20, 0.36938348
623409e728a0c11b54da3618,4, 0.3686115
623409e728a0c11b54da3618,17, 0.14767106
623409e728a0c11b54da3618,18, 0.23643465
623409e728a0c11b54da3618,19, 0.12198195
623409e728a0c11b54da3618,20, 0.10919056
623409e928a0c11b54da3619,2, 0.14164545
623409e928a0c11b54da3619,9, 0.06503864
623409e928a0c11b54da3619,11, 0.13309422
623409e928a0c11b54da3619,18, 0.50234115
623409e928a0c11b54da3619,20, 0.13640337
623409ec28a0c11b54da361a,7, 0.5480304
623409ec28a0c11b54da361a,18, 0.13950421
623409ec28a0c11b54da361a,20, 0.28971878
623409ee28a0c11b54da361b,9, 0.06136747
623409ee28a0c11b54da361b,11, 0.5792252
623409ee28a0c11b54da361b,18, 0.14573792
623409ee28a0c11b54da361b,20, 0.19695042
623409f028a0c11b54da361c,1, 0.18933897
623409f028a0c11b54da361c,6, 0.112749964
623409f028a0c11b54da361c,8, 0.3329793
623409f028a0c11b54da361c,9, 0.101524614
623409f028a0c11b54da361c,18, 0.10569347
623409f028a0c11b54da361c,20, 0.13949326
623409f528a0c11b54da361d,7, 0.19279884
623409f528a0c11b54da361d,8, 0.20338854
623409f528a0c11b54da361d,18, 0.39971218
623409f528a0c11b54da361d,20, 0.17928727
623409f728a0c11b54da361e,7, 0.44143265
623409f728a0c11b54da361e,8, 0.17987752
623409f728a0c11b54da361e,18, 0.34888878
623409f928a0c11b54da361f,8, 0.1565249
623409f928a0c11b54da361f,13, 0.04429413
623409f928a0c11b54da361f,18, 0.38128325
623409f928a0c11b54da361f,20, 0.39635065
623409fc28a0c11b54da3620,6, 0.13645935
623409fc28a0c11b54da3620,8, 0.20494598
623409fc28a0c11b54da3620,10, 0.28402635
623409fc28a0c11b54da3620,19, 0.24652486
623409fc28a0c11b54da3620,20, 0.10655536
623409fe28a0c11b54da3621,9, 0.05644075
623409fe28a0c11b54da3621,18, 0.20901534
623409fe28a0c11b54da3621,19, 0.5427397
623409fe28a0c11b54da3621,20, 0.17133479
62340a0128a0c11b54da3622,7, 0.25944915
62340a0128a0c11b54da3622,18, 0.16574605
62340a0128a0c11b54da3622,20, 0.55641556
62340a0328a0c11b54da3623,5, 0.077474155
62340a0328a0c11b54da3623,8, 0.19224569
62340a0328a0c11b54da3623,9, 0.34286055
62340a0328a0c11b54da3623,18, 0.25966975
62340a0328a0c11b54da3623,20, 0.10933343
62340a0728a0c11b54da3624,1, 0.23751467
62340a0728a0c11b54da3624,5, 0.0624702
62340a0728a0c11b54da3624,8, 0.5091847
62340a0728a0c11b54da3624,18, 0.17340735
62340a0928a0c11b54da3625,1, 0.08418354
62340a0928a0c11b54da3625,5, 0.50336343
62340a0928a0c11b54da3625,7, 0.25562763
62340a0928a0c11b54da3625,18, 0.13684934
62340a1228a0c11b54da3626,1, 0.08887878
62340a1228a0c11b54da3626,5, 0.41728497
62340a1228a0c11b54da3626,7, 0.18595013
62340a1228a0c11b54da3626,9, 0.06229176
62340a1228a0c11b54da3626,18, 0.11709221
62340a1228a0c11b54da3626,20, 0.11232437
62340a1528a0c11b54da3627,0, 0.12493934
62340a1528a0c11b54da3627,7, 0.34289
62340a1528a0c11b54da3627,10, 0.14117032
62340a1528a0c11b54da3627,18, 0.16068888
62340a1528a0c11b54da3627,20, 0.2118983
62340a1728a0c11b54da3628,1, 0.09604364
62340a1728a0c11b54da3628,7, 0.6850993
62340a1728a0c11b54da3628,18, 0.03521737
62340a1728a0c11b54da3628,20, 0.16622053
62340a1928a0c11b54da3629,5, 0.038162727
62340a1928a0c11b54da3629,8, 0.31106192
62340a1928a0c11b54da3629,17, 0.23015098
62340a1928a0c11b54da3629,18, 0.1551411
62340a1928a0c11b54da3629,20, 0.2445849
62340a1e28a0c11b54da362a,8, 0.1213449
62340a1e28a0c11b54da362a,9, 0.15013395
62340a1e28a0c11b54da362a,12, 0.27201954
62340a1e28a0c11b54da362a,18, 0.15289001
62340a1e28a0c11b54da362a,20, 0.120256156
62340a1e28a0c11b54da362a,21, 0.16718343
62340a2028a0c11b54da362b,9, 0.11809413
62340a2028a0c11b54da362b,11, 0.44331482
62340a2028a0c11b54da362b,18, 0.2185161
62340a2028a0c11b54da362b,20, 0.19793272
62340a2228a0c11b54da362c,0, 0.11174823
62340a2228a0c11b54da362c,9, 0.22323027
62340a2228a0c11b54da362c,10, 0.15323702
62340a2228a0c11b54da362c,16, 0.18780522
62340a2228a0c11b54da362c,18, 0.16875224
62340a2228a0c11b54da362c,20, 0.13747594
62340a2428a0c11b54da362d,1, 0.22841069
62340a2428a0c11b54da362d,7, 0.14760146
62340a2428a0c11b54da362d,18, 0.24573942
62340a2428a0c11b54da362d,20, 0.35827905
62340a2728a0c11b54da362e,2, 0.2105191
62340a2728a0c11b54da362e,4, 0.11534496
62340a2728a0c11b54da362e,9, 0.10748483
62340a2728a0c11b54da362e,10, 0.17956361
62340a2728a0c11b54da362e,18, 0.27541107
62340a2728a0c11b54da362e,20, 0.09252433
62340a2928a0c11b54da362f,7, 0.42539525
62340a2928a0c11b54da362f,18, 0.14096783
62340a2928a0c11b54da362f,20, 0.41202876
62340a2b28a0c11b54da3630,4, 0.10207332
62340a2b28a0c11b54da3630,7, 0.16793367
62340a2b28a0c11b54da3630,8, 0.36975688
62340a2b28a0c11b54da3630,18, 0.19581522
62340a2b28a0c11b54da3630,20, 0.14864063
62340a2d28a0c11b54da3631,4, 0.058881048
62340a2d28a0c11b54da3631,7, 0.36587083
62340a2d28a0c11b54da3631,9, 0.050744884
62340a2d28a0c11b54da3631,10, 0.08640919
62340a2d28a0c11b54da3631,14, 0.16355538
62340a2d28a0c11b54da3631,18, 0.097267255
62340a2d28a0c11b54da3631,20, 0.16333216
62340a3028a0c11b54da3632,6, 0.14555277
62340a3028a0c11b54da3632,8, 0.14098808
62340a3028a0c11b54da3632,16, 0.3428117
62340a3028a0c11b54da3632,18, 0.19557683
62340a3028a0c11b54da3632,20, 0.1535974
62340a3228a0c11b54da3633,1, 0.035312753
62340a3228a0c11b54da3633,7, 0.5273958
62340a3228a0c11b54da3633,16, 0.23511495
62340a3228a0c11b54da3633,18, 0.052251443
62340a3228a0c11b54da3633,20, 0.13446419
62340a3528a0c11b54da3634,1, 0.049964763
62340a3528a0c11b54da3634,7, 0.33068717
62340a3528a0c11b54da3634,8, 0.5067167
62340a3528a0c11b54da3634,20, 0.09746324
62340a3728a0c11b54da3635,7, 0.4239473
62340a3728a0c11b54da3635,18, 0.12040066
62340a3728a0c11b54da3635,20, 0.43456748
62340a3928a0c11b54da3636,1, 0.29281867
62340a3928a0c11b54da3636,7, 0.5281926
62340a3928a0c11b54da3636,16, 0.119709775
62340a3928a0c11b54da3636,18, 0.04290815
62340a3b28a0c11b54da3637,8, 0.45063907
62340a3b28a0c11b54da3637,18, 0.22618502
62340a3b28a0c11b54da3637,20, 0.29847434
62340a3e28a0c11b54da3638,7, 0.10531007
62340a3e28a0c11b54da3638,18, 0.18480057
62340a3e28a0c11b54da3638,20, 0.110802814
62340a3e28a0c11b54da3638,21, 0.5800498
62340a4128a0c11b54da3639,0, 0.17060862
62340a4128a0c11b54da3639,18, 0.1552419
62340a4128a0c11b54da3639,20, 0.65196955
62340a4328a0c11b54da363a,4, 0.36229986
62340a4328a0c11b54da363a,8, 0.24730629
62340a4328a0c11b54da363a,18, 0.24857314
62340a4328a0c11b54da363a,20, 0.119072326
62340a4a28a0c11b54da363b,4, 0.06289394
62340a4a28a0c11b54da363b,8, 0.18778582
62340a4a28a0c11b54da363b,9, 0.09333246
62340a4a28a0c11b54da363b,18, 0.4701823
62340a4a28a0c11b54da363b,20, 0.16597694
62340a4c28a0c11b54da363c,7, 0.6169646
62340a4c28a0c11b54da363c,18, 0.11510087
62340a4c28a0c11b54da363c,20, 0.24783601
62340a4e28a0c11b54da363d,2, 0.025290512
62340a4e28a0c11b54da363d,4, 0.6472063
62340a4e28a0c11b54da363d,6, 0.024396813
62340a4e28a0c11b54da363d,17, 0.084794804
62340a4e28a0c11b54da363d,18, 0.11646612
62340a4e28a0c11b54da363d,20, 0.08757671
62340a5028a0c11b54da363e,2, 0.036907587
62340a5028a0c11b54da363e,4, 0.6312113
62340a5028a0c11b54da363e,6, 0.026041565
62340a5028a0c11b54da363e,17, 0.064247355
62340a5028a0c11b54da363e,18, 0.13183452
62340a5028a0c11b54da363e,20, 0.09393724
62340a5328a0c11b54da363f,1, 0.20998406
62340a5328a0c11b54da363f,7, 0.29793027
62340a5328a0c11b54da363f,18, 0.06254954
62340a5328a0c11b54da363f,20, 0.24222727
62340a5328a0c11b54da363f,21, 0.17012875
62340a5528a0c11b54da3640,7, 0.31985873
62340a5528a0c11b54da3640,16, 0.09868486
62340a5528a0c11b54da3640,18, 0.11353779
62340a5528a0c11b54da3640,20, 0.4479534
62340a5a28a0c11b54da3641,7, 0.48329645
62340a5a28a0c11b54da3641,10, 0.321076
62340a5a28a0c11b54da3641,17, 0.1740302
62340a5c28a0c11b54da3642,1, 0.058397148
62340a5c28a0c11b54da3642,7, 0.70266193
62340a5c28a0c11b54da3642,18, 0.033747356
62340a5c28a0c11b54da3642,20, 0.18881948
62340a5f28a0c11b54da3643,7, 0.4406338
62340a5f28a0c11b54da3643,16, 0.12729694
62340a5f28a0c11b54da3643,18, 0.15596388
62340a5f28a0c11b54da3643,20, 0.2597364
62340a6128a0c11b54da3644,2, 0.09317456
62340a6128a0c11b54da3644,6, 0.033879425
62340a6128a0c11b54da3644,9, 0.038634665
62340a6128a0c11b54da3644,10, 0.22298867
62340a6128a0c11b54da3644,18, 0.28499812
62340a6128a0c11b54da3644,19, 0.25417498
62340a6128a0c11b54da3644,20, 0.0569906
62340a6428a0c11b54da3645,1, 0.5162438
62340a6428a0c11b54da3645,8, 0.32315075
62340a6428a0c11b54da3645,18, 0.13844275
62340a6728a0c11b54da3646,1, 0.5160473
62340a6728a0c11b54da3646,8, 0.32925853
62340a6728a0c11b54da3646,18, 0.1330853
62340a6928a0c11b54da3647,1, 0.4907641
62340a6928a0c11b54da3647,7, 0.18639588
62340a6928a0c11b54da3647,18, 0.114833586
62340a6928a0c11b54da3647,20, 0.18700022
62340a6b28a0c11b54da3648,3, 0.14379051
62340a6b28a0c11b54da3648,8, 0.5556521
62340a6b28a0c11b54da3648,18, 0.18157451
62340a6b28a0c11b54da3648,20, 0.10078491
62340a6d28a0c11b54da3649,3, 0.16986325
62340a6d28a0c11b54da3649,8, 0.5251613
62340a6d28a0c11b54da3649,18, 0.18447383
62340a6d28a0c11b54da3649,20, 0.10230426
62340a7028a0c11b54da364a,8, 0.1126345
62340a7028a0c11b54da364a,9, 0.06442927
62340a7028a0c11b54da364a,17, 0.1469604
62340a7028a0c11b54da364a,18, 0.51195365
62340a7028a0c11b54da364a,20, 0.14469421
62340a7228a0c11b54da364b,2, 0.39645675
62340a7228a0c11b54da364b,18, 0.2539558
62340a7228a0c11b54da364b,20, 0.3274298
62340a7628a0c11b54da364c,10, 0.47890756
62340a7628a0c11b54da364c,17, 0.098242864
62340a7628a0c11b54da364c,18, 0.17365478
62340a7628a0c11b54da364c,20, 0.102677025
62340a7628a0c11b54da364c,21, 0.13006712
62340a7828a0c11b54da364d,7, 0.62662834
62340a7828a0c11b54da364d,9, 0.069952175
62340a7828a0c11b54da364d,18, 0.16251782
62340a7828a0c11b54da364d,20, 0.12186056
62340a7d28a0c11b54da364e,1, 0.28381407
62340a7d28a0c11b54da364e,4, 0.21007013
62340a7d28a0c11b54da364e,6, 0.042206835
62340a7d28a0c11b54da364e,7, 0.21462514
62340a7d28a0c11b54da364e,9, 0.03072882
62340a7d28a0c11b54da364e,18, 0.19888552
62340a7f28a0c11b54da364f,8, 0.44615805
62340a7f28a0c11b54da364f,18, 0.20099474
62340a7f28a0c11b54da364f,20, 0.11923789
62340a7f28a0c11b54da364f,21, 0.21411875
62340a8128a0c11b54da3650,5, 0.030447468
62340a8128a0c11b54da3650,8, 0.25852013
62340a8128a0c11b54da3650,10, 0.10182041
62340a8128a0c11b54da3650,17, 0.13400373
62340a8128a0c11b54da3650,18, 0.2239031
62340a8128a0c11b54da3650,20, 0.2339229
62340a8628a0c11b54da3651,1, 0.08819379
62340a8628a0c11b54da3651,7, 0.17316629
62340a8628a0c11b54da3651,18, 0.11841275
62340a8628a0c11b54da3651,20, 0.6002512
62340a8828a0c11b54da3652,1, 0.08597878
62340a8828a0c11b54da3652,7, 0.28319347
62340a8828a0c11b54da3652,8, 0.18075143
62340a8828a0c11b54da3652,18, 0.12000438
62340a8828a0c11b54da3652,19, 0.07355579
62340a8828a0c11b54da3652,20, 0.23959105
62340a8b28a0c11b54da3653,1, 0.10331195
62340a8b28a0c11b54da3653,7, 0.13874467
62340a8b28a0c11b54da3653,17, 0.08566146
62340a8b28a0c11b54da3653,18, 0.14535907
62340a8b28a0c11b54da3653,20, 0.06403188
62340a8b28a0c11b54da3653,21, 0.44635457
62340a8d28a0c11b54da3654,4, 0.05675678
62340a8d28a0c11b54da3654,8, 0.1792767
62340a8d28a0c11b54da3654,18, 0.6020241
62340a8d28a0c11b54da3654,20, 0.13920255
62340a8f28a0c11b54da3655,1, 0.26829395
62340a8f28a0c11b54da3655,7, 0.53047025
62340a8f28a0c11b54da3655,9, 0.057001777
62340a8f28a0c11b54da3655,18, 0.12562712
62340a9128a0c11b54da3656,8, 0.16969244
62340a9128a0c11b54da3656,16, 0.46928343
62340a9128a0c11b54da3656,18, 0.19374229
62340a9128a0c11b54da3656,20, 0.1490946
62340a9428a0c11b54da3657,8, 0.16237655
62340a9428a0c11b54da3657,16, 0.4707492
62340a9428a0c11b54da3657,18, 0.19377477
62340a9428a0c11b54da3657,20, 0.15491216
62340a9628a0c11b54da3658,5, 0.07319207
62340a9628a0c11b54da3658,8, 0.20403863
62340a9628a0c11b54da3658,16, 0.26145864
62340a9628a0c11b54da3658,18, 0.230228
62340a9628a0c11b54da3658,20, 0.21267524
62340a9928a0c11b54da3659,6, 0.02141454
62340a9928a0c11b54da3659,15, 0.20426999
62340a9928a0c11b54da3659,18, 0.20468022
62340a9928a0c11b54da3659,20, 0.18324365
62340a9928a0c11b54da3659,21, 0.3702793
62340a9b28a0c11b54da365a,7, 0.15897273
62340a9b28a0c11b54da365a,9, 0.20067689
62340a9b28a0c11b54da365a,16, 0.10015638
62340a9b28a0c11b54da365a,18, 0.2128158
62340a9b28a0c11b54da365a,20, 0.30590183
62340a9e28a0c11b54da365b,1, 0.2275945
62340a9e28a0c11b54da365b,2, 0.22647661
62340a9e28a0c11b54da365b,6, 0.06633369
62340a9e28a0c11b54da365b,18, 0.14628048
62340a9e28a0c11b54da365b,20, 0.31532553
62340aa028a0c11b54da365c,7, 0.63298064
62340aa028a0c11b54da365c,9, 0.054341894
62340aa028a0c11b54da365c,18, 0.1328636
62340aa028a0c11b54da365c,20, 0.1627569
62340aa228a0c11b54da365d,2, 0.40326223
62340aa228a0c11b54da365d,9, 0.057395466
62340aa228a0c11b54da365d,18, 0.36802587
62340aa228a0c11b54da365d,20, 0.15085058
62340aa528a0c11b54da365e,8, 0.253458
62340aa528a0c11b54da365e,17, 0.25556242
62340aa528a0c11b54da365e,18, 0.32441887
62340aa528a0c11b54da365e,20, 0.14501627
62340aab28a0c11b54da365f,8, 0.16605873
62340aab28a0c11b54da365f,9, 0.031159386
62340aab28a0c11b54da365f,10, 0.2002569
62340aab28a0c11b54da365f,18, 0.49863487
62340aab28a0c11b54da365f,20, 0.08548181
62340aad28a0c11b54da3660,1, 0.22906105
62340aad28a0c11b54da3660,7, 0.21234602
62340aad28a0c11b54da3660,9, 0.16547577
62340aad28a0c11b54da3660,10, 0.15620975
62340aad28a0c11b54da3660,18, 0.2170798
62340aaf28a0c11b54da3661,0, 0.08243638
62340aaf28a0c11b54da3661,8, 0.21743186
62340aaf28a0c11b54da3661,14, 0.28928855
62340aaf28a0c11b54da3661,18, 0.24341209
62340aaf28a0c11b54da3661,20, 0.14759794
62340ab228a0c11b54da3662,8, 0.27741614
62340ab228a0c11b54da3662,10, 0.26642245
62340ab228a0c11b54da3662,18, 0.09772864
62340ab228a0c11b54da3662,21, 0.33202595
62340ab428a0c11b54da3663,1, 0.48782498
62340ab428a0c11b54da3663,8, 0.31502914
62340ab428a0c11b54da3663,18, 0.1749848
62340ab628a0c11b54da3664,5, 0.17217878
62340ab628a0c11b54da3664,8, 0.27709165
62340ab628a0c11b54da3664,12, 0.13335381
62340ab628a0c11b54da3664,18, 0.21497549
62340ab628a0c11b54da3664,20, 0.18256332
62340aba28a0c11b54da3665,7, 0.19887415
62340aba28a0c11b54da3665,9, 0.13183932
62340aba28a0c11b54da3665,18, 0.20702045
62340aba28a0c11b54da3665,20, 0.4395169
62340abe28a0c11b54da3666,8, 0.18224646
62340abe28a0c11b54da3666,15, 0.09817002
62340abe28a0c11b54da3666,18, 0.24551259
62340abe28a0c11b54da3666,20, 0.45307106
62340ac328a0c11b54da3667,8, 0.16248804
62340ac328a0c11b54da3667,16, 0.4706606
62340ac328a0c11b54da3667,18, 0.19376683
62340ac328a0c11b54da3667,20, 0.15489721
62340ac628a0c11b54da3668,8, 0.16975668
62340ac628a0c11b54da3668,16, 0.4692644
62340ac628a0c11b54da3668,18, 0.19374456
62340ac628a0c11b54da3668,20, 0.1490472
62340ac928a0c11b54da3669,2, 0.0946411
62340ac928a0c11b54da3669,16, 0.5890337
62340ac928a0c11b54da3669,18, 0.17675972
62340ac928a0c11b54da3669,20, 0.12137652
62340acd28a0c11b54da366a,4, 0.26999903
62340acd28a0c11b54da366a,5, 0.11589146
62340acd28a0c11b54da366a,6, 0.11532311
62340acd28a0c11b54da366a,8, 0.11994524
62340acd28a0c11b54da366a,16, 0.09152491
62340acd28a0c11b54da366a,17, 0.043399423
62340acd28a0c11b54da366a,18, 0.13002214
62340acd28a0c11b54da366a,20, 0.10141194
62340ad128a0c11b54da366b,8, 0.25431988
62340ad128a0c11b54da366b,18, 0.34980005
62340ad128a0c11b54da366b,20, 0.37372062
62340ad328a0c11b54da366c,1, 0.06602974
62340ad328a0c11b54da366c,5, 0.07236102
62340ad328a0c11b54da366c,7, 0.28341678
62340ad328a0c11b54da366c,8, 0.29307282
62340ad328a0c11b54da366c,18, 0.13844644
62340ad328a0c11b54da366c,20, 0.12891427
62340ad728a0c11b54da366d,0, 0.07393956
62340ad728a0c11b54da366d,1, 0.21862327
62340ad728a0c11b54da366d,7, 0.39833242
62340ad728a0c11b54da366d,18, 0.08077234
62340ad728a0c11b54da366d,20, 0.21255155
62340ad928a0c11b54da366e,1, 0.38345245
62340ad928a0c11b54da366e,7, 0.3403082
62340ad928a0c11b54da366e,18, 0.097640626
62340ad928a0c11b54da366e,20, 0.15585384
62340adb28a0c11b54da366f,1, 0.09959164
62340adb28a0c11b54da366f,4, 0.12183902
62340adb28a0c11b54da366f,5, 0.023052715
62340adb28a0c11b54da366f,8, 0.26332274
62340adb28a0c11b54da366f,17, 0.07155315
62340adb28a0c11b54da366f,18, 0.09662023
62340adb28a0c11b54da366f,20, 0.097421065
62340adb28a0c11b54da366f,21, 0.21212551
62340ade28a0c11b54da3670,5, 0.24316576
62340ade28a0c11b54da3670,8, 0.21843979
62340ade28a0c11b54da3670,16, 0.14074506
62340ade28a0c11b54da3670,18, 0.2364455
62340ade28a0c11b54da3670,20, 0.14138335
62340ae028a0c11b54da3671,8, 0.1242165
62340ae028a0c11b54da3671,10, 0.37681803
62340ae028a0c11b54da3671,16, 0.08411604
62340ae028a0c11b54da3671,18, 0.2573714
62340ae028a0c11b54da3671,20, 0.13473682
62340ae228a0c11b54da3672,8, 0.60457945
62340ae228a0c11b54da3672,18, 0.24396455
62340ae228a0c11b54da3672,20, 0.12870637
62340ae428a0c11b54da3673,1, 0.15971576
62340ae428a0c11b54da3673,8, 0.13954143
62340ae428a0c11b54da3673,16, 0.42355025
62340ae428a0c11b54da3673,18, 0.14508308
62340ae428a0c11b54da3673,20, 0.116006926
62340ae928a0c11b54da3674,7, 0.28902113
62340ae928a0c11b54da3674,17, 0.10600281
62340ae928a0c11b54da3674,18, 0.12525892
62340ae928a0c11b54da3674,20, 0.16234231
62340ae928a0c11b54da3674,21, 0.29939595
62340aec28a0c11b54da3675,1, 0.17320062
62340aec28a0c11b54da3675,8, 0.12740695
62340aec28a0c11b54da3675,16, 0.41464424
62340aec28a0c11b54da3675,18, 0.14282519
62340aec28a0c11b54da3675,20, 0.12582023
62340aee28a0c11b54da3676,6, 0.19083884
62340aee28a0c11b54da3676,8, 0.17941542
62340aee28a0c11b54da3676,9, 0.08623339
62340aee28a0c11b54da3676,17, 0.16440962
62340aee28a0c11b54da3676,18, 0.2167824
62340aee28a0c11b54da3676,20, 0.14153083
62340af028a0c11b54da3677,8, 0.32678866
62340af028a0c11b54da3677,18, 0.5491284
62340af028a0c11b54da3677,20, 0.103007086
62340af428a0c11b54da3678,1, 0.053486414
62340af428a0c11b54da3678,7, 0.5466979
62340af428a0c11b54da3678,16, 0.11358059
62340af428a0c11b54da3678,18, 0.0715389
62340af428a0c11b54da3678,20, 0.19584191
62340af628a0c11b54da3679,1, 0.17310123
62340af628a0c11b54da3679,2, 0.07991514
62340af628a0c11b54da3679,4, 0.4318523
62340af628a0c11b54da3679,6, 0.06953908
62340af628a0c11b54da3679,16, 0.06401952
62340af628a0c11b54da3679,18, 0.16465038
62340af828a0c11b54da367a,8, 0.6833295
62340af828a0c11b54da367a,18, 0.18774064
62340af828a0c11b54da367a,20, 0.109717526
62340afb28a0c11b54da367b,5, 0.081126995
62340afb28a0c11b54da367b,8, 0.19981931
62340afb28a0c11b54da367b,9, 0.2810477
62340afb28a0c11b54da367b,18, 0.34874654
62340afb28a0c11b54da367b,20, 0.06942862
62340afe28a0c11b54da367c,2, 0.06924692
62340afe28a0c11b54da367c,9, 0.06651227
62340afe28a0c11b54da367c,11, 0.21708533
62340afe28a0c11b54da367c,18, 0.48271942
62340afe28a0c11b54da367c,20, 0.14234145
62340b0128a0c11b54da367d,2, 0.11794177
62340b0128a0c11b54da367d,4, 0.2545493
62340b0128a0c11b54da367d,5, 0.08155864
62340b0128a0c11b54da367d,7, 0.30339268
62340b0128a0c11b54da367d,18, 0.1299949
62340b0128a0c11b54da367d,20, 0.095634185
62340b0328a0c11b54da367e,8, 0.28956556
62340b0328a0c11b54da367e,9, 0.23139846
62340b0328a0c11b54da367e,18, 0.26514035
62340b0328a0c11b54da367e,20, 0.18829899
62340b0628a0c11b54da367f,8, 0.690321
62340b0628a0c11b54da367f,18, 0.18382679
62340b0628a0c11b54da367f,20, 0.10423643
62340b0928a0c11b54da3680,8, 0.46241793
62340b0928a0c11b54da3680,18, 0.39250714
62340b0928a0c11b54da3680,20, 0.1223316
62340b0b28a0c11b54da3681,7, 0.37904721
62340b0b28a0c11b54da3681,18, 0.15129657
62340b0b28a0c11b54da3681,20, 0.44749278
62340b0d28a0c11b54da3682,5, 0.0487614
62340b0d28a0c11b54da3682,8, 0.3489254
62340b0d28a0c11b54da3682,18, 0.3899206
62340b0d28a0c11b54da3682,20, 0.18757659
62340b1028a0c11b54da3683,1, 0.080015615
62340b1028a0c11b54da3683,8, 0.3142968
62340b1028a0c11b54da3683,9, 0.11585469
62340b1028a0c11b54da3683,18, 0.24507153
62340b1028a0c11b54da3683,20, 0.22385383
62340b1228a0c11b54da3684,1, 0.22048812
62340b1228a0c11b54da3684,2, 0.12977926
62340b1228a0c11b54da3684,9, 0.07365653
62340b1228a0c11b54da3684,11, 0.2751609
62340b1228a0c11b54da3684,18, 0.28293183
62340b1428a0c11b54da3685,1, 0.19653997
62340b1428a0c11b54da3685,8, 0.22899881
62340b1428a0c11b54da3685,18, 0.41702476
62340b1428a0c11b54da3685,20, 0.13185164
