_id,topic,weight
6234008c28a0c11b54da3272,18, 0.23215514
6234008c28a0c11b54da3272,20, 0.11601957
6234009428a0c11b54da3273,1, 0.12307853
6234009428a0c11b54da3273,2, 0.4409083
6234009428a0c11b54da3273,8, 0.35255024
6234009428a0c11b54da3273,20, 0.06298249
6234009728a0c11b54da3274,1, 0.14112014
6234009728a0c11b54da3274,3, 0.54801947
6234009728a0c11b54da3274,8, 0.25467572
6234009728a0c11b54da3274,18, 0.03343477
6234009928a0c11b54da3275,1, 0.095548965
6234009928a0c11b54da3275,3, 0.560854
6234009928a0c11b54da3275,8, 0.31889182
6234009b28a0c11b54da3276,1, 0.09553686
6234009b28a0c11b54da3276,3, 0.56071734
6234009b28a0c11b54da3276,8, 0.3190406
6234009e28a0c11b54da3277,1, 0.48791048
6234009e28a0c11b54da3277,8, 0.31491348
6234009e28a0c11b54da3277,18, 0.17501487
623400a028a0c11b54da3278,8, 0.33811632
623400a028a0c11b54da3278,18, 0.19657521
623400a028a0c11b54da3278,20, 0.44193903
623400a228a0c11b54da3279,2, 0.26947123
623400a228a0c11b54da3279,9, 0.06214769
623400a228a0c11b54da3279,10, 0.40551874
623400a228a0c11b54da3279,18, 0.17628306
623400a228a0c11b54da3279,20, 0.06771677
623400a428a0c11b54da327a,0, 0.38930678
623400a428a0c11b54da327a,8, 0.15073663
623400a428a0c11b54da327a,9, 0.13957442
623400a428a0c11b54da327a,18, 0.16790673
623400a428a0c11b54da327a,20, 0.1352835
623400a728a0c11b54da327b,8, 0.5462618
623400a728a0c11b54da327b,18, 0.27119318
623400a728a0c11b54da327b,20, 0.15979797
623400a928a0c11b54da327c,1, 0.07309748
623400a928a0c11b54da327c,8, 0.5766987
623400a928a0c11b54da327c,9, 0.08487947
623400a928a0c11b54da327c,18, 0.117819615
623400a928a0c11b54da327c,20, 0.13068344
623400af28a0c11b54da327d,5, 0.17844835
623400af28a0c11b54da327d,8, 0.47374883
623400af28a0c11b54da327d,18, 0.16972081
623400af28a0c11b54da327d,20, 0.15707424
623400b228a0c11b54da327e,11, 0.8075713
623400b228a0c11b54da327e,16, 0.05963322
623400b228a0c11b54da327e,18, 0.11005534
623400b428a0c11b54da327f,6, 0.099251695
623400b428a0c11b54da327f,7, 0.29977864
623400b428a0c11b54da327f,8, 0.2882982
623400b428a0c11b54da327f,18, 0.16873504
623400b428a0c11b54da327f,20, 0.12847015
623400b628a0c11b54da3280,2, 0.14869522
623400b628a0c11b54da3280,9, 0.0598406
623400b628a0c11b54da3280,11, 0.11508168
623400b628a0c11b54da3280,15, 0.25083953
623400b628a0c11b54da3280,18, 0.29327208
623400b628a0c11b54da3280,20, 0.11451858
623400b928a0c11b54da3281,1, 0.11356996
623400b928a0c11b54da3281,2, 0.11654617
623400b928a0c11b54da3281,9, 0.07719721
623400b928a0c11b54da3281,11, 0.25679144
623400b928a0c11b54da3281,13, 0.04821543
623400b928a0c11b54da3281,18, 0.22134852
623400b928a0c11b54da3281,20, 0.14564827
623400bc28a0c11b54da3282,2, 0.059344526
623400bc28a0c11b54da3282,9, 0.058097295
623400bc28a0c11b54da3282,10, 0.3238788
623400bc28a0c11b54da3282,11, 0.16255979
623400bc28a0c11b54da3282,18, 0.23258775
623400bc28a0c11b54da3282,20, 0.146987
623400be28a0c11b54da3283,7, 0.45685503
623400be28a0c11b54da3283,9, 0.078146756
623400be28a0c11b54da3283,18, 0.178108
623400be28a0c11b54da3283,20, 0.26589543
623400c028a0c11b54da3284,1, 0.11928849
623400c028a0c11b54da3284,8, 0.034958154
623400c028a0c11b54da3284,9, 0.048020504
623400c028a0c11b54da3284,11, 0.22507194
623400c028a0c11b54da3284,14, 0.20084149
623400c028a0c11b54da3284,17, 0.15702012
623400c028a0c11b54da3284,18, 0.106869645
623400c028a0c11b54da3284,20, 0.093120575
623400c328a0c11b54da3285,8, 0.26114315
623400c328a0c11b54da3285,9, 0.11497252
623400c328a0c11b54da3285,10, 0.33680093
623400c328a0c11b54da3285,18, 0.20216417
623400c328a0c11b54da3285,20, 0.06810252
623400c528a0c11b54da3286,7, 0.4117835
623400c528a0c11b54da3286,18, 0.11754121
623400c528a0c11b54da3286,19, 0.05791442
623400c528a0c11b54da3286,20, 0.39277425
623400c728a0c11b54da3287,1, 0.11634924
623400c728a0c11b54da3287,6, 0.18506438
623400c728a0c11b54da3287,8, 0.41254196
623400c728a0c11b54da3287,17, 0.08991859
623400c728a0c11b54da3287,18, 0.1096959
623400c728a0c11b54da3287,20, 0.07061232
623400c928a0c11b54da3288,8, 0.26552063
623400c928a0c11b54da3288,18, 0.17728683
623400c928a0c11b54da3288,20, 0.53317136
623400cc28a0c11b54da3289,9, 0.10036218
623400cc28a0c11b54da3289,12, 0.15393841
623400cc28a0c11b54da3289,18, 0.17848474
623400cc28a0c11b54da3289,19, 0.19096199
623400cc28a0c11b54da3289,20, 0.3564215
623400ce28a0c11b54da328a,1, 0.09554993
623400ce28a0c11b54da328a,3, 0.560865
623400ce28a0c11b54da328a,8, 0.31887987
623400d028a0c11b54da328b,1, 0.42366013
623400d028a0c11b54da328b,2, 0.11740297
623400d028a0c11b54da328b,6, 0.030913724
623400d028a0c11b54da328b,17, 0.23023528
623400d028a0c11b54da328b,18, 0.18098237
623400d328a0c11b54da328c,8, 0.26561776
623400d328a0c11b54da328c,18, 0.1772898
623400d328a0c11b54da328c,20, 0.5330713
623400d528a0c11b54da328d,8, 0.45465642
623400d528a0c11b54da328d,14, 0.051507205
623400d528a0c11b54da328d,16, 0.04109311
623400d528a0c11b54da328d,20, 0.43368948
623400d728a0c11b54da328e,2, 0.20201823
623400d728a0c11b54da328e,7, 0.7203151
623400d728a0c11b54da328e,20, 0.05295933
623400d928a0c11b54da328f,2, 0.31454393
623400d928a0c11b54da328f,4, 0.06279302
623400d928a0c11b54da328f,7, 0.25101757
623400d928a0c11b54da328f,8, 0.28531143
623400d928a0c11b54da328f,20, 0.06483819
623400de28a0c11b54da3290,1, 0.26707312
623400de28a0c11b54da3290,2, 0.27381492
623400de28a0c11b54da3290,7, 0.36183205
623400de28a0c11b54da3290,20, 0.0751369
623400e028a0c11b54da3291,2, 0.44659305
623400e028a0c11b54da3291,7, 0.25834614
623400e028a0c11b54da3291,8, 0.2688547
623400e228a0c11b54da3292,1, 0.11579051
623400e228a0c11b54da3292,2, 0.31162918
623400e228a0c11b54da3292,8, 0.54855144
623400e528a0c11b54da3293,1, 0.31809816
623400e528a0c11b54da3293,2, 0.23140046
623400e528a0c11b54da3293,8, 0.3200324
623400e528a0c11b54da3293,20, 0.10890219
623400e728a0c11b54da3294,2, 0.26947525
623400e728a0c11b54da3294,8, 0.30913097
623400e728a0c11b54da3294,18, 0.24779066
623400e728a0c11b54da3294,20, 0.15498693
623400e928a0c11b54da3295,1, 0.16541621
623400e928a0c11b54da3295,5, 0.031491987
623400e928a0c11b54da3295,11, 0.36869946
623400e928a0c11b54da3295,17, 0.14200528
623400e928a0c11b54da3295,18, 0.11524956
623400e928a0c11b54da3295,20, 0.16021249
623400ec28a0c11b54da3296,4, 0.07431699
623400ec28a0c11b54da3296,6, 0.11373427
623400ec28a0c11b54da3296,8, 0.16282076
623400ec28a0c11b54da3296,17, 0.09139346
623400ec28a0c11b54da3296,18, 0.3692789
623400ec28a0c11b54da3296,20, 0.16497712
623400ee28a0c11b54da3297,2, 0.31752747
623400ee28a0c11b54da3297,6, 0.029699802
623400ee28a0c11b54da3297,9, 0.07213247
623400ee28a0c11b54da3297,17, 0.27139345
623400ee28a0c11b54da3297,18, 0.18559703
623400ee28a0c11b54da3297,20, 0.10632648
623400f028a0c11b54da3298,1, 0.24731627
623400f028a0c11b54da3298,5, 0.027778316
623400f028a0c11b54da3298,8, 0.06318408
623400f028a0c11b54da3298,17, 0.18122295
623400f028a0c11b54da3298,18, 0.08506341
623400f028a0c11b54da3298,19, 0.21799931
623400f028a0c11b54da3298,20, 0.16322282
623400f428a0c11b54da3299,1, 0.10792694
623400f428a0c11b54da3299,5, 0.031581394
623400f428a0c11b54da3299,8, 0.05624668
623400f428a0c11b54da3299,17, 0.16096258
623400f428a0c11b54da3299,18, 0.08804013
623400f428a0c11b54da3299,19, 0.4272361
623400f428a0c11b54da3299,20, 0.112845376
623400f628a0c11b54da329a,8, 0.8959922
623400f628a0c11b54da329a,14, 0.038671624
623400f628a0c11b54da329a,16, 0.042588025
623400f828a0c11b54da329b,2, 0.20551962
623400f828a0c11b54da329b,7, 0.28838962
623400f828a0c11b54da329b,8, 0.2889603
623400f828a0c11b54da329b,13, 0.19714779
623400fa28a0c11b54da329c,2, 0.18690722
623400fa28a0c11b54da329c,7, 0.27298748
623400fa28a0c11b54da329c,8, 0.4086252
623400fa28a0c11b54da329c,13, 0.108717285
623400fe28a0c11b54da329d,2, 0.10939596
623400fe28a0c11b54da329d,4, 0.04369421
623400fe28a0c11b54da329d,7, 0.7912879
623400fe28a0c11b54da329d,20, 0.035141584
6234010028a0c11b54da329e,2, 0.24860059
6234010028a0c11b54da329e,7, 0.27123156
6234010028a0c11b54da329e,10, 0.3289795
6234010028a0c11b54da329e,16, 0.11559428
6234010228a0c11b54da329f,0, 0.26874146
6234010228a0c11b54da329f,7, 0.26037645
6234010228a0c11b54da329f,18, 0.23098764
6234010228a0c11b54da329f,20, 0.21649429
6234010528a0c11b54da32a0,7, 0.24247621
6234010528a0c11b54da32a0,9, 0.07376125
6234010528a0c11b54da32a0,17, 0.17767406
6234010528a0c11b54da32a0,18, 0.099749915
6234010528a0c11b54da32a0,20, 0.38989043
6234010728a0c11b54da32a1,8, 0.03968364
6234010728a0c11b54da32a1,9, 0.070303984
6234010728a0c11b54da32a1,10, 0.57516897
6234010728a0c11b54da32a1,11, 0.07298499
6234010728a0c11b54da32a1,18, 0.16543972
6234010728a0c11b54da32a1,20, 0.06058815
6234010a28a0c11b54da32a2,6, 0.13393886
6234010a28a0c11b54da32a2,7, 0.31798872
6234010a28a0c11b54da32a2,8, 0.25090843
6234010a28a0c11b54da32a2,18, 0.14854354
6234010a28a0c11b54da32a2,20, 0.13315351
6234010d28a0c11b54da32a3,1, 0.16817288
6234010d28a0c11b54da32a3,5, 0.10970122
6234010d28a0c11b54da32a3,7, 0.40476078
6234010d28a0c11b54da32a3,9, 0.0636757
6234010d28a0c11b54da32a3,13, 0.026786266
6234010d28a0c11b54da32a3,18, 0.08523043
6234010d28a0c11b54da32a3,20, 0.12745777
6234010f28a0c11b54da32a4,8, 0.4606333
6234010f28a0c11b54da32a4,15, 0.11820924
6234010f28a0c11b54da32a4,18, 0.23860843
6234010f28a0c11b54da32a4,20, 0.1609966
6234011228a0c11b54da32a5,2, 0.16009685
6234011228a0c11b54da32a5,4, 0.18151295
6234011228a0c11b54da32a5,8, 0.1350166
6234011228a0c11b54da32a5,16, 0.20375298
6234011228a0c11b54da32a5,18, 0.17793348
6234011228a0c11b54da32a5,20, 0.1255202
6234011428a0c11b54da32a6,1, 0.30066824
6234011428a0c11b54da32a6,2, 0.104523785
6234011428a0c11b54da32a6,3, 0.26438937
6234011428a0c11b54da32a6,9, 0.021985864
6234011428a0c11b54da32a6,18, 0.29045084
6234011628a0c11b54da32a7,1, 0.14046207
6234011628a0c11b54da32a7,8, 0.32604644
6234011628a0c11b54da32a7,9, 0.17619176
6234011628a0c11b54da32a7,18, 0.1624832
6234011628a0c11b54da32a7,20, 0.17445683
6234011928a0c11b54da32a8,3, 0.1930904
6234011928a0c11b54da32a8,8, 0.50134045
6234011928a0c11b54da32a8,18, 0.16884966
6234011928a0c11b54da32a8,20, 0.11767383
6234011b28a0c11b54da32a9,3, 0.18927296
6234011b28a0c11b54da32a9,8, 0.47942442
6234011b28a0c11b54da32a9,18, 0.19176129
6234011b28a0c11b54da32a9,20, 0.12004325
6234011d28a0c11b54da32aa,1, 0.16329898
6234011d28a0c11b54da32aa,2, 0.04613279
6234011d28a0c11b54da32aa,5, 0.026488312
6234011d28a0c11b54da32aa,8, 0.18178156
6234011d28a0c11b54da32aa,17, 0.24487276
