id,topics
GrantsGO2783,"[(4, 0.07280683), (5, 0.25158036), (13, 0.4042185), (16, 0.0353145), (19, 0.20823476)]"
GrantsGO1841,"[(4, 0.12472237), (11, 0.04935348), (13, 0.54943883), (16, 0.06568933), (19, 0.18633938)]"
GrantsGO2886,"[(4, 0.10569899), (13, 0.06746449), (14, 0.16560096), (16, 0.06531624), (19, 0.24335466), (21, 0.32635805)]"
GrantsGO2389,"[(4, 0.37920272), (13, 0.07612333), (14, 0.11417464), (15, 0.07509793), (16, 0.031392034), (17, 0.08779528), (19, 0.2171614)]"
GrantsGO2828,"[(4, 0.08275128), (11, 0.18765277), (13, 0.101534285), (16, 0.32091543), (19, 0.27824962)]"
GrantsGO2536,"[(4, 0.074732974), (6, 0.49793845), (13, 0.11377656), (16, 0.03868458), (19, 0.2470292)]"
GrantsGO2832,"[(4, 0.09769004), (6, 0.3504511), (7, 0.11476648), (11, 0.08735492), (13, 0.08020544), (16, 0.116992116), (19, 0.1315768)]"
GrantsGO2835,"[(4, 0.083998874), (11, 0.09367294), (13, 0.10279857), (16, 0.091074124), (19, 0.60051924)]"
GrantsGO2866,"[(4, 0.052546978), (11, 0.08458721), (13, 0.05619502), (14, 0.17242505), (16, 0.034944173), (19, 0.20380113), (21, 0.37903455)]"
GrantsGO2998,"[(4, 0.07339517), (10, 0.24740206), (13, 0.08911541), (14, 0.18526149), (16, 0.04452144), (19, 0.33202147)]"
GrantsGO2941,"[(4, 0.099600375), (7, 0.14999211), (10, 0.39157274), (13, 0.092891484), (16, 0.03323259), (19, 0.20558023)]"
GrantsGO2944,"[(4, 0.070718825), (7, 0.046984427), (10, 0.17488898), (13, 0.07527622), (14, 0.049437214), (16, 0.049372308), (17, 0.24829377), (19, 0.2634865)]"
GrantsGO2000,"[(4, 0.24210365), (6, 0.11400545), (7, 0.46339747), (13, 0.070446335), (19, 0.08841858)]"
GrantsGO2913,"[(4, 0.07852775), (11, 0.05494702), (13, 0.08989693), (14, 0.03302403), (16, 0.44408417), (19, 0.27178073)]"
GrantsGO1922,"[(4, 0.1113844), (6, 0.04770645), (13, 0.07694524), (16, 0.04131772), (17, 0.45303306), (19, 0.24498944)]"
GrantsGO2907,"[(4, 0.5111439), (11, 0.12534887), (13, 0.08002846), (16, 0.039544303), (19, 0.2180367)]"
GrantsGO3032,"[(4, 0.09026534), (9, 0.27091292), (13, 0.5281746), (14, 0.033472173), (16, 0.04426262)]"
GrantsGO2966,"[(4, 0.17028357), (8, 0.32216427), (10, 0.044231527), (13, 0.09460277), (14, 0.051638283), (16, 0.045609586), (19, 0.24356025)]"
GrantsGO1404,"[(4, 0.096882135), (6, 0.2747788), (13, 0.07827568), (16, 0.03961356), (17, 0.25200567), (19, 0.2347943)]"
GrantsGO2900,"[(3, 0.45824558), (4, 0.15805332), (13, 0.10125575), (19, 0.24957521)]"
GrantsGO2942,"[(4, 0.123338096), (8, 0.22786604), (13, 0.1268992), (14, 0.30719012), (16, 0.043842014), (19, 0.14802217)]"
GrantsGO2972,"[(4, 0.15223825), (12, 0.06119876), (13, 0.1333063), (14, 0.038855746), (16, 0.044165984), (19, 0.25222668), (20, 0.2903013)]"
GrantsGO3135,"[(4, 0.089625165), (6, 0.22020714), (12, 0.34933174), (16, 0.048391093), (19, 0.25681207)]"
GrantsGO2532,"[(4, 0.09848119), (6, 0.23775262), (11, 0.17087232), (13, 0.13170944), (16, 0.056097656), (19, 0.27155188)]"
GrantsGO3072,"[(4, 0.12718196), (5, 0.3112363), (10, 0.11462897), (13, 0.15022558), (16, 0.035642676), (19, 0.23588611)]"
GrantsGO2792,"[(4, 0.062496997), (6, 0.24592628), (7, 0.23876196), (13, 0.0972248), (15, 0.037187364), (16, 0.022443), (19, 0.27630162)]"
GrantsGO2795,"[(4, 0.06871903), (5, 0.06970406), (6, 0.03164031), (12, 0.40570238), (16, 0.029436957), (17, 0.19538769), (19, 0.18209553)]"
GrantsGO2798,"[(4, 0.082908824), (6, 0.17953354), (12, 0.15481523), (13, 0.1419608), (16, 0.031711932), (17, 0.17687066), (19, 0.21412958)]"
GrantsGO2801,"[(1, 0.13420519), (4, 0.100578286), (6, 0.03711001), (13, 0.08368156), (16, 0.03265214), (17, 0.40459135), (19, 0.18614148)]"
GrantsGO2805,"[(4, 0.05937961), (6, 0.17894286), (10, 0.12710662), (13, 0.07726573), (16, 0.033733), (17, 0.26343924), (19, 0.23859537)]"
GrantsGO2807,"[(4, 0.23707508), (6, 0.24772261), (13, 0.16001822), (16, 0.03747514), (19, 0.2908279)]"
GrantsGO2809,"[(4, 0.1090819), (6, 0.11831958), (11, 0.1403024), (13, 0.080244325), (15, 0.14678884), (16, 0.03349523), (17, 0.14133139), (19, 0.21396786)]"
GrantsGO2847,"[(4, 0.11830127), (6, 0.38698438), (11, 0.10712589), (13, 0.081912324), (16, 0.04031614), (19, 0.20994459), (21, 0.031590465)]"
GrantsGO2848,"[(1, 0.09971508), (2, 0.07117039), (4, 0.064303316), (6, 0.40727627), (13, 0.07411311), (16, 0.034043644), (19, 0.22716847)]"
GrantsGO2601,"[(4, 0.17479414), (5, 0.10737509), (6, 0.4096292), (13, 0.07955438), (16, 0.030078273), (19, 0.1787241)]"
GrantsGO3173,"[(0, 0.2293421), (3, 0.39070475), (4, 0.0801248), (13, 0.035745192), (19, 0.23413229)]"
GrantsGO2641,"[(4, 0.14614646), (5, 0.096896395), (6, 0.100218736), (13, 0.0825202), (16, 0.04144302), (18, 0.2160941), (19, 0.2929613)]"
GrantsGO2968,"[(4, 0.052020136), (9, 0.26414046), (10, 0.22153191), (11, 0.041692995), (13, 0.06823464), (16, 0.03624381), (19, 0.29739994)]"
GrantsGO3194,"[(4, 0.07284584), (6, 0.050834913), (13, 0.08516242), (16, 0.036973245), (17, 0.5010397), (19, 0.22748114)]"
GrantsGO2840,"[(4, 0.08554631), (6, 0.11345342), (11, 0.3908944), (13, 0.092686914), (16, 0.039720558), (19, 0.25135761)]"
GrantsGO3096,"[(0, 0.3248617), (4, 0.37949517), (13, 0.06407284), (16, 0.03184159), (19, 0.1762422)]"
GrantsGO2922,"[(4, 0.11179477), (13, 0.10130917), (16, 0.034503616), (17, 0.5279211), (19, 0.20162897)]"
GrantsGO2793,"[(4, 0.101866305), (6, 0.08058844), (7, 0.31224424), (13, 0.09542232), (15, 0.14511502), (16, 0.03759688), (19, 0.2080569)]"
GrantsGO2794,"[(4, 0.09870282), (6, 0.22899185), (7, 0.24876788), (13, 0.09298256), (15, 0.054638278), (16, 0.044810284), (19, 0.21305932)]"
GrantsGO2799,"[(4, 0.084845826), (6, 0.11905699), (13, 0.22782785), (16, 0.039800003), (17, 0.28200737), (19, 0.22716774)]"
GrantsGO2803,"[(4, 0.2575206), (6, 0.17889053), (13, 0.07443046), (15, 0.21140553), (16, 0.04565478), (19, 0.20988905)]"
GrantsGO2806,"[(4, 0.07378872), (6, 0.3676915), (10, 0.16119371), (13, 0.07407768), (16, 0.056421068), (19, 0.2475484)]"
GrantsGO2810,"[(4, 0.1370732), (5, 0.19941951), (6, 0.12797776), (11, 0.15264438), (13, 0.09919455), (16, 0.066354364), (19, 0.19874987)]"
GrantsGO2863,"[(4, 0.14195669), (6, 0.40110117), (13, 0.07652679), (16, 0.041429654), (19, 0.31219885)]"
GrantsGO3113,"[(4, 0.13001677), (6, 0.09716369), (13, 0.22379392), (16, 0.049492165), (17, 0.2584971), (19, 0.21382876)]"
GrantsGO3034,"[(4, 0.36204666), (13, 0.57914364), (16, 0.031770676)]"
GrantsGO3039,"[(4, 0.113838054), (6, 0.07333069), (13, 0.07831178), (16, 0.16658123), (17, 0.31527486), (19, 0.22895446)]"
GrantsGO3248,"[(0, 0.2403212), (4, 0.07532873), (6, 0.08740415), (13, 0.08662239), (16, 0.040834386), (18, 0.25604862), (19, 0.18875349)]"
GrantsGO3249,"[(4, 0.07910751), (6, 0.12362959), (8, 0.21931925), (11, 0.04683799), (13, 0.1320012), (16, 0.05150746), (19, 0.32172704)]"
GrantsGO3053,"[(3, 0.34509203), (4, 0.13600063), (11, 0.15164934), (13, 0.08021456), (14, 0.033559855), (19, 0.23110898)]"
GrantsGO3005,"[(4, 0.14056332), (6, 0.17462213), (13, 0.08891073), (16, 0.28274694), (19, 0.28433737)]"
GrantsGO3012,"[(4, 0.08684354), (5, 0.1688263), (6, 0.036045555), (10, 0.3440948), (13, 0.08864262), (16, 0.034765854), (19, 0.2183459)]"
GrantsGO2995,"[(4, 0.087716125), (7, 0.44955423), (9, 0.15311275), (10, 0.14741705), (14, 0.04118567), (16, 0.09116112)]"
GrantsGO3212,"[(4, 0.07623232), (13, 0.61016387), (14, 0.057062715), (16, 0.04473627), (19, 0.18383464)]"
GrantsGO2742,"[(4, 0.06363118), (7, 0.13306303), (13, 0.0956438), (16, 0.028437719), (17, 0.23866935), (18, 0.18530792), (19, 0.2336998)]"
GrantsGO3045,"[(4, 0.080993325), (6, 0.14136247), (13, 0.11050478), (16, 0.044277895), (19, 0.59157324)]"
GrantsGO2946,"[(2, 0.2107817), (4, 0.1605291), (6, 0.48025295), (11, 0.056520566), (16, 0.054335237)]"
GrantsGO3073,"[(4, 0.060479764), (6, 0.10242804), (13, 0.076857574), (16, 0.04042471), (19, 0.69610775)]"
GrantsGO3204,"[(1, 0.13498706), (4, 0.091199055), (6, 0.19031891), (13, 0.095028564), (14, 0.10956727), (16, 0.04719952), (19, 0.30301508)]"
GrantsGO3275,"[(4, 0.09540678), (13, 0.096488684), (14, 0.07263307), (16, 0.043713655), (17, 0.34233776), (19, 0.32230935)]"
GrantsGO2981,"[(4, 0.38916), (13, 0.110654525), (16, 0.23565954), (19, 0.23174524)]"
GrantsGO2745,"[(4, 0.060548242), (6, 0.4998739), (13, 0.07037734), (16, 0.07596989), (19, 0.26887408)]"
GrantsGO2648,"[(4, 0.060234383), (6, 0.60574275), (13, 0.068683475), (16, 0.06277134), (19, 0.179659)]"
GrantsGO2165,"[(4, 0.0847883), (13, 0.07919009), (14, 0.059707794), (16, 0.03974168), (17, 0.31411678), (19, 0.21236452), (20, 0.18850054)]"
GrantsGO3055,"[(3, 0.49798992), (4, 0.083526656), (11, 0.10459759), (13, 0.06511337), (14, 0.05988164), (19, 0.17002349)]"
GrantsGO3061,"[(4, 0.093095735), (6, 0.25985923), (10, 0.2609239), (13, 0.07216872), (16, 0.070586935), (19, 0.22118005)]"
GrantsGO3243,"[(4, 0.07262319), (5, 0.29048562), (6, 0.03718912), (11, 0.10246592), (13, 0.14509764), (15, 0.12304774), (16, 0.04898507), (19, 0.15749377)]"
GrantsGO2936,"[(0, 0.12931043), (4, 0.09560468), (5, 0.11970703), (11, 0.14673792), (13, 0.09956656), (16, 0.040132884), (19, 0.34600875)]"
GrantsGO3112,"[(4, 0.15747009), (6, 0.05141179), (11, 0.11908756), (13, 0.14197724), (16, 0.043903273), (19, 0.25314853), (21, 0.20724657)]"
GrantsGO3114,"[(4, 0.19810203), (6, 0.060943246), (11, 0.59458745), (13, 0.06456644), (16, 0.047664136)]"
GrantsGO3101,"[(4, 0.10211166), (6, 0.06722687), (13, 0.08223564), (16, 0.045329776), (17, 0.45170262), (19, 0.22685625)]"
GrantsGO3021,"[(4, 0.12973855), (10, 0.38815615), (11, 0.17237099), (13, 0.086400315), (14, 0.01908537), (16, 0.03404644), (19, 0.14970797)]"
GrantsGO3022,"[(4, 0.1297323), (10, 0.38824484), (11, 0.1724418), (13, 0.08642191), (14, 0.018872587), (16, 0.03405355), (19, 0.14973573)]"
GrantsGO3122,"[(4, 0.1517358), (11, 0.074118435), (12, 0.03525062), (13, 0.11775035), (14, 0.25229365), (16, 0.069265254), (19, 0.27401042)]"
GrantsGO2645,"[(4, 0.07853731), (6, 0.14067264), (10, 0.3302511), (13, 0.114131816), (16, 0.040683616), (19, 0.2694347)]"
GrantsGO3097,"[(1, 0.1931212), (4, 0.070904), (11, 0.20568547), (13, 0.08170194), (14, 0.024977334), (16, 0.09942003), (19, 0.30169365)]"
GrantsGO2986,"[(0, 0.07776884), (3, 0.32012078), (4, 0.08588939), (13, 0.10921629), (19, 0.3827199)]"
GrantsGO3044,"[(4, 0.08815254), (8, 0.30501205), (13, 0.12115257), (14, 0.056347925), (16, 0.08429847), (19, 0.32131848)]"
GrantsGO2991,"[(4, 0.07536491), (5, 0.0436273), (6, 0.10866683), (8, 0.20862816), (13, 0.097426414), (15, 0.14809665), (16, 0.037293274), (19, 0.2594254)]"
GrantsGO2884,"[(4, 0.097651124), (6, 0.25776654), (13, 0.070327535), (16, 0.03302018), (17, 0.31805024), (19, 0.20224334)]"
GrantsGO3093,"[(4, 0.10185014), (13, 0.10272075), (16, 0.04417356), (17, 0.5276673), (19, 0.19932045)]"
GrantsGO3199,"[(4, 0.08459983), (13, 0.06721831), (16, 0.032448273), (17, 0.6051244), (19, 0.18839613)]"
GrantsGO3408,"[(4, 0.06667339), (5, 0.4004056), (10, 0.07983091), (11, 0.18944211), (12, 0.093830794), (14, 0.10924489), (16, 0.038821977)]"
GrantsGO3019,"[(0, 0.33706376), (4, 0.10037724), (13, 0.09918111), (16, 0.112078294), (19, 0.3291281)]"
GrantsGO2868,"[(4, 0.096006125), (6, 0.20419554), (11, 0.1614694), (13, 0.113505445), (15, 0.10906577), (16, 0.041748058), (19, 0.253145)]"
GrantsGO2093,"[(4, 0.22594112), (11, 0.21631902), (13, 0.15168802), (14, 0.10982673), (16, 0.043832406), (19, 0.22712043)]"
GrantsGO3201,"[(4, 0.062858), (13, 0.07920859), (16, 0.04620914), (19, 0.7867482)]"
GrantsGO3202,"[(4, 0.05527001), (11, 0.07648895), (13, 0.06670881), (16, 0.044841763), (19, 0.7349572)]"
GrantsGO3123,"[(2, 0.4050889), (4, 0.09881294), (13, 0.16776945), (16, 0.058326542), (19, 0.24410546)]"
GrantsGO2867,"[(4, 0.07472881), (6, 0.18465152), (11, 0.060758937), (12, 0.44739154), (16, 0.03516025), (19, 0.17344214)]"
GrantsGO2945,"[(4, 0.23815157), (6, 0.32682493), (11, 0.03271812), (13, 0.07642569), (16, 0.073863484), (19, 0.22814421)]"
GrantsGO2937,"[(4, 0.12599507), (10, 0.18723415), (11, 0.066121705), (12, 0.050250594), (13, 0.053681117), (14, 0.09179259), (16, 0.049304456), (19, 0.35163593)]"
GrantsGO3456,"[(4, 0.07733779), (6, 0.61666965), (11, 0.12923515), (16, 0.049190633), (19, 0.09616664)]"
GrantsGO3461,"[(4, 0.1359168), (6, 0.058383252), (11, 0.053387526), (13, 0.09896788), (16, 0.34352022), (19, 0.28804412)]"
GrantsGO3238,"[(4, 0.067088716), (6, 0.3007417), (10, 0.29807967), (13, 0.07278895), (16, 0.03335401), (19, 0.20501922)]"
GrantsGO3160,"[(4, 0.063873805), (5, 0.1388155), (6, 0.102489345), (12, 0.17027724), (13, 0.23013443), (16, 0.03409452), (19, 0.23941083)]"
GrantsGO3133,"[(4, 0.13136742), (6, 0.45828295), (13, 0.07903934), (16, 0.07962628), (19, 0.22577906)]"
GrantsGO2747,"[(4, 0.070483014), (6, 0.12488766), (13, 0.096929215), (16, 0.039590415), (18, 0.1757548), (19, 0.46605372)]"
GrantsGO2323,"[(4, 0.0728861), (6, 0.0872168), (11, 0.4047045), (13, 0.08607196), (16, 0.0336277), (19, 0.29317874)]"
GrantsGO3105,"[(4, 0.11346675), (6, 0.07709604), (12, 0.14733626), (13, 0.044973176), (16, 0.05863365), (17, 0.30261984), (19, 0.2349161)]"
GrantsGO2992,"[(4, 0.072354294), (5, 0.31724527), (6, 0.0944747), (13, 0.09200036), (16, 0.037883263), (19, 0.3614689)]"
GrantsGO3529,"[(4, 0.076909706), (11, 0.14004104), (13, 0.0659674), (16, 0.14899792), (17, 0.34042424), (19, 0.20887414)]"
GrantsGO870,"[(4, 0.09885232), (8, 0.073143035), (13, 0.08089485), (16, 0.06552024), (19, 0.6528)]"
GrantsGO873,"[(4, 0.10306269), (7, 0.1077096), (13, 0.08056772), (16, 0.08420868), (19, 0.5976426)]"
GrantsGO3292,"[(4, 0.16724625), (7, 0.3348728), (8, 0.12977608), (13, 0.12646905), (14, 0.077995956), (19, 0.1374227)]"
GrantsGO3575,"[(4, 0.06871106), (6, 0.095326304), (12, 0.31328234), (16, 0.037982095), (17, 0.24820177), (19, 0.21012013)]"
GrantsGO2647,"[(4, 0.20193979), (5, 0.12861371), (6, 0.21399708), (13, 0.0965959), (16, 0.042210814), (19, 0.28736264)]"
GrantsGO2650,"[(4, 0.13025032), (6, 0.08042203), (7, 0.51320225), (13, 0.064380385), (15, 0.0911159), (19, 0.10025205)]"
GrantsGO2651,"[(4, 0.14439255), (6, 0.071809955), (7, 0.50141275), (13, 0.059615098), (19, 0.11061724), (21, 0.09118131)]"
GrantsGO2652,"[(4, 0.13475725), (6, 0.09193022), (7, 0.5072446), (13, 0.061451595), (19, 0.18357061)]"
GrantsGO2653,"[(4, 0.14498605), (6, 0.098942876), (7, 0.55980307), (13, 0.06817728), (19, 0.1051846)]"
GrantsGO2276,"[(4, 0.13111189), (6, 0.08979689), (7, 0.4957006), (13, 0.08764745), (19, 0.17519215)]"
GrantsGO2535,"[(4, 0.14501852), (6, 0.09897859), (7, 0.5597078), (13, 0.0681734), (19, 0.105215736)]"
GrantsGO3227,"[(4, 0.08932833), (13, 0.062529825), (15, 0.5870237), (16, 0.03452001), (19, 0.20558421)]"
GrantsGO3228,"[(4, 0.08934634), (13, 0.062529676), (15, 0.5870029), (16, 0.034520846), (19, 0.20558637)]"
GrantsGO3230,"[(4, 0.08930475), (13, 0.06253018), (15, 0.58704704), (16, 0.03451967), (19, 0.20558442)]"
GrantsGO3232,"[(4, 0.08758395), (13, 0.063758746), (15, 0.62830406), (16, 0.03413991), (19, 0.16519916)]"
GrantsGO3282,"[(4, 0.088106394), (6, 0.52810055), (11, 0.044917885), (13, 0.061970342), (16, 0.03620542), (19, 0.18340664), (21, 0.03857117)]"
GrantsGO3283,"[(4, 0.27413985), (6, 0.4176968), (13, 0.07718243), (16, 0.038667005), (19, 0.16729552)]"
GrantsGO3286,"[(4, 0.07089654), (11, 0.045481175), (13, 0.063856706), (16, 0.07852617), (17, 0.47617406), (19, 0.24617715)]"
GrantsGO3326,"[(4, 0.098470815), (6, 0.5763792), (13, 0.070675105), (16, 0.037842628), (19, 0.19439277)]"
GrantsGO3328,"[(4, 0.10635064), (6, 0.5942522), (13, 0.06849795), (16, 0.038451646), (19, 0.1702169)]"
GrantsGO3329,"[(4, 0.07055302), (6, 0.31733808), (11, 0.0431163), (13, 0.059432536), (16, 0.044534422), (17, 0.18047492), (19, 0.26726443)]"
GrantsGO3330,"[(4, 0.09715021), (6, 0.44110957), (13, 0.06567409), (16, 0.122754365), (18, 0.06700585), (19, 0.186963)]"
GrantsGO3331,"[(4, 0.072660744), (6, 0.42689544), (13, 0.06230879), (15, 0.18748838), (16, 0.034442265), (19, 0.19743153)]"
GrantsGO3421,"[(3, 0.57077813), (4, 0.08909258), (13, 0.08098099), (19, 0.2326064)]"
GrantsGO2823,"[(4, 0.102707915), (6, 0.34373736), (13, 0.12316628), (16, 0.047951393), (18, 0.12891415), (19, 0.22909202)]"
GrantsGO2869,"[(4, 0.11762101), (6, 0.39735356), (13, 0.07479986), (16, 0.03758333), (19, 0.25682566), (20, 0.09296408)]"
GrantsGO3616,"[(4, 0.054092117), (13, 0.078235894), (14, 0.11719071), (15, 0.48100466), (16, 0.032252688), (19, 0.21621637)]"
GrantsGO3281,"[(1, 0.15430495), (4, 0.07403805), (13, 0.06835578), (14, 0.030251665), (16, 0.13357449), (19, 0.22828086), (21, 0.2872313)]"
GrantsGO3385,"[(4, 0.09040926), (6, 0.2250617), (13, 0.07854134), (15, 0.311444), (16, 0.040231884), (19, 0.22987583)]"
GrantsGO3334,"[(3, 0.07184602), (4, 0.08418484), (5, 0.3059516), (8, 0.14596619), (13, 0.075796254), (14, 0.07247069), (16, 0.028452143), (19, 0.19524224)]"
GrantsGO3394,"[(4, 0.12270436), (13, 0.060890276), (16, 0.039232206), (17, 0.55739075), (19, 0.20039447)]"
GrantsGO3415,"[(4, 0.12278186), (8, 0.37963697), (13, 0.0962202), (14, 0.05264607), (16, 0.04631112), (19, 0.27167743)]"
GrantsGO2802,"[(4, 0.07652975), (6, 0.13058835), (13, 0.10463455), (16, 0.04562022), (17, 0.37598005), (19, 0.23939312)]"
GrantsGO3566,"[(4, 0.056453858), (6, 0.39092055), (7, 0.04249219), (13, 0.0676754), (16, 0.14309932), (18, 0.06269425), (19, 0.2168355)]"
GrantsGO3011,"[(4, 0.053570528), (5, 0.18626973), (6, 0.24836648), (10, 0.05253644), (13, 0.07208042), (16, 0.027552838), (18, 0.14339842), (19, 0.19999976)]"
GrantsGO2893,"[(2, 0.27486473), (4, 0.08181195), (6, 0.27907786), (13, 0.0729153), (16, 0.036041714), (19, 0.2323828)]"
GrantsGO3681,"[(4, 0.077246904), (6, 0.6249187), (11, 0.1208954), (16, 0.04943591), (19, 0.0961318)]"
GrantsGO3277,"[(4, 0.08992256), (6, 0.21892288), (11, 0.14631774), (13, 0.13233002), (16, 0.11845891), (19, 0.26571524)]"
GrantsGO3454,"[(4, 0.15352705), (13, 0.16297269), (14, 0.07001035), (16, 0.21466607), (19, 0.36487517)]"
GrantsGO3534,"[(0, 0.20665717), (4, 0.12432165), (6, 0.22278228), (13, 0.085457906), (16, 0.037213635), (19, 0.19987975), (20, 0.100015916)]"
GrantsGO3396,"[(4, 0.14218733), (13, 0.14311779), (14, 0.025598746), (16, 0.04687644), (19, 0.26482797), (20, 0.3462863)]"
GrantsGO3429,"[(4, 0.051996488), (6, 0.18163607), (13, 0.07571642), (14, 0.3907836), (16, 0.031647004), (19, 0.2483831)]"
GrantsGO3241,"[(4, 0.0886239), (6, 0.5241943), (13, 0.063207336), (16, 0.032948587), (19, 0.2700218)]"
GrantsGO3357,"[(0, 0.37187067), (4, 0.079647884), (13, 0.23813352), (16, 0.07117233), (19, 0.21481998)]"
GrantsGO3358,"[(0, 0.33330944), (4, 0.07462364), (8, 0.05254049), (13, 0.09897172), (16, 0.049080458), (19, 0.36858144)]"
GrantsGO2386,"[(1, 0.19083345), (4, 0.059091955), (5, 0.18834916), (7, 0.099371344), (13, 0.07834965), (14, 0.06711891), (16, 0.026593603), (19, 0.2727757)]"
GrantsGO3380,"[(4, 0.21094237), (11, 0.032446824), (13, 0.11980421), (14, 0.039940093), (15, 0.3379978), (16, 0.046700176), (19, 0.18962993)]"
GrantsGO3458,"[(4, 0.07113672), (5, 0.5235983), (13, 0.09683984), (16, 0.037909795), (19, 0.2436189)]"
GrantsGO3239,"[(4, 0.07640686), (5, 0.035616275), (6, 0.4215674), (12, 0.24182975), (16, 0.031788692), (19, 0.17166145)]"
GrantsGO3237,"[(0, 0.46306288), (4, 0.09312774), (13, 0.09520977), (16, 0.037326638), (19, 0.28536463)]"
GrantsGO3460,"[(4, 0.15189593), (6, 0.25120214), (11, 0.054764584), (13, 0.09690301), (16, 0.08793048), (19, 0.32642728)]"
GrantsGO3240,"[(4, 0.10998025), (6, 0.16345029), (10, 0.5532413), (11, 0.08942508), (16, 0.052491378)]"
GrantsGO3340,"[(2, 0.13166048), (4, 0.093930416), (8, 0.22817439), (13, 0.083773814), (14, 0.05896414), (16, 0.04961132), (17, 0.11444715), (19, 0.21638897)]"
GrantsGO3348,"[(4, 0.08052947), (6, 0.19445765), (8, 0.10083246), (11, 0.14761518), (13, 0.09063384), (16, 0.035119794), (19, 0.32925484)]"
GrantsGO3420,"[(1, 0.17952432), (4, 0.09727543), (6, 0.3806914), (13, 0.070914865), (16, 0.0337688), (19, 0.21630594)]"
GrantsGO3193,"[(4, 0.18734632), (11, 0.2517426), (13, 0.092171654), (14, 0.051658116), (16, 0.036699433), (19, 0.35812274)]"
GrantsGO2811,"[(4, 0.08864076), (5, 0.17324534), (6, 0.24270597), (11, 0.097338215), (13, 0.10921683), (16, 0.03821913), (19, 0.22907218)]"
GrantsGO2385,"[(4, 0.05679253), (12, 0.06870284), (13, 0.114497766), (14, 0.060308874), (16, 0.0569833), (19, 0.40143317), (20, 0.2068483)]"
GrantsGO3511,"[(4, 0.13109593), (11, 0.049998615), (13, 0.11218267), (14, 0.029464854), (16, 0.27667293), (19, 0.37038156)]"
GrantsGO3109,"[(3, 0.090250716), (4, 0.053972956), (13, 0.07691268), (14, 0.10537115), (18, 0.26004732), (19, 0.39301845)]"
GrantsGO2355,"[(4, 0.057796177), (8, 0.034247275), (12, 0.56093967), (16, 0.050470125), (18, 0.13471642), (19, 0.1395902)]"
GrantsGO3435,"[(4, 0.39006388), (13, 0.05412896), (16, 0.07650726), (17, 0.029194169), (19, 0.1519005), (21, 0.2799938)]"
GrantsGO3545,"[(4, 0.081911065), (5, 0.3989542), (13, 0.09213426), (14, 0.037073664), (16, 0.043595035), (19, 0.31782913)]"
GrantsGO3392,"[(0, 0.08559951), (4, 0.06855118), (11, 0.07126146), (13, 0.092472464), (16, 0.058062352), (18, 0.36406574), (19, 0.23692715)]"
GrantsGO3351,"[(4, 0.11005812), (9, 0.54303306), (11, 0.028857563), (13, 0.101146586), (16, 0.03681871), (19, 0.155325)]"
GrantsGO3171,"[(4, 0.08956595), (8, 0.28055334), (13, 0.14714831), (16, 0.05037036), (19, 0.39692184)]"
GrantsGO3409,"[(4, 0.14267428), (8, 0.26698112), (13, 0.14787644), (14, 0.08161871), (16, 0.048975058), (19, 0.28116983)]"
GrantsGO3635,"[(4, 0.07732893), (11, 0.33094126), (13, 0.11405306), (14, 0.10751432), (16, 0.04739086), (19, 0.2982637)]"
GrantsGO3344,"[(2, 0.049548563), (3, 0.12517506), (4, 0.06887857), (13, 0.18636355), (14, 0.043971255), (17, 0.30416542), (19, 0.19796966)]"
GrantsGO3346,"[(4, 0.06203894), (7, 0.106338985), (11, 0.103639014), (13, 0.18090108), (14, 0.033612642), (16, 0.029319394), (17, 0.3038505), (19, 0.16061299)]"
GrantsGO3514,"[(4, 0.16242352), (6, 0.0574047), (11, 0.057297375), (13, 0.10104295), (16, 0.0468732), (17, 0.261854), (18, 0.034993444), (19, 0.25466862)]"
GrantsGO3279,"[(4, 0.049090937), (5, 0.1794145), (13, 0.07912814), (14, 0.049779423), (16, 0.030511055), (18, 0.3102171), (19, 0.285829)]"
GrantsGO3557,"[(4, 0.061312802), (6, 0.06613384), (13, 0.07046437), (16, 0.3319811), (17, 0.1706788), (19, 0.27637982)]"
GrantsGO3688,"[(4, 0.05017816), (5, 0.17038667), (6, 0.39156508), (13, 0.06144043), (16, 0.032568723), (19, 0.2744125)]"
GrantsGO3505,"[(4, 0.05562236), (13, 0.058593094), (15, 0.66248405), (16, 0.029766897), (19, 0.17408364)]"
GrantsGO3523,"[(4, 0.09178571), (13, 0.06057941), (16, 0.04529645), (17, 0.6389057), (19, 0.14402911)]"
GrantsGO3676,"[(4, 0.07801456), (10, 0.46886396), (13, 0.1576816), (16, 0.041048363), (19, 0.22442596)]"
GrantsGO3247,"[(4, 0.11555996), (6, 0.49237162), (13, 0.07380541), (16, 0.03729863), (19, 0.2558966)]"
GrantsGO3603,"[(4, 0.1415084), (13, 0.14264013), (14, 0.02807817), (16, 0.046713084), (19, 0.26392308), (20, 0.34613296)]"
GrantsGO3773,"[(0, 0.060206346), (4, 0.085141145), (5, 0.1253874), (11, 0.23177245), (12, 0.2593932), (14, 0.1573337), (16, 0.05198516)]"
GrantsGO2899,"[(0, 0.12269805), (4, 0.06668096), (6, 0.36009446), (12, 0.05827353), (13, 0.10567898), (16, 0.038738318), (19, 0.22563101)]"
GrantsGO3705,"[(4, 0.06743167), (13, 0.06283081), (15, 0.29775375), (16, 0.047031), (17, 0.21516624), (19, 0.29001108)]"
