_id,weight,orig_id
6234023c28a0c11b54da331b,-0.9441630166666667,6234038328a0c11b54da339d
623401cc28a0c11b54da32ed,-0.81341369,6234038328a0c11b54da339d
6234060328a0c11b54da3498,-0.6860342583333334,6234038328a0c11b54da339d
62340f9e28a0c11b54da382a,-0.6695156133333333,6234038328a0c11b54da339d
62340ca928a0c11b54da3718,-0.6241371466666666,6234038328a0c11b54da339d
623404fc28a0c11b54da3433,-0.6189971216666666,6234038328a0c11b54da339d
6234030128a0c11b54da3368,-0.5852632966666667,6234038328a0c11b54da339d
62340cb828a0c11b54da371e,-0.57798527,6234038328a0c11b54da339d
6234013a28a0c11b54da32b6,-0.5772108416666667,6234038328a0c11b54da339d
6234032228a0c11b54da3374,-0.5762217266666666,6234038328a0c11b54da339d
6234051c28a0c11b54da3440,-0.9394819425,6234015d28a0c11b54da32c3
623402e728a0c11b54da335d,-0.93472583,6234015d28a0c11b54da32c3
62340d7928a0c11b54da3762,-0.685699505,6234015d28a0c11b54da32c3
6162aa1fe1b7f5c73e6fe1a0,-0.667499971,6234015d28a0c11b54da32c3
6162aa1fe1b7f5c73e6fe193,-0.48374993,6234015d28a0c11b54da32c3
62340d3f28a0c11b54da374f,-0.4598011935,6234015d28a0c11b54da32c3
6162aa1fe1b7f5c73e6fe1bc,-0.45478803749999996,6234015d28a0c11b54da32c3
6162aa1fe1b7f5c73e6fe910,-0.431059772,6234015d28a0c11b54da32c3
6162aa1fe1b7f5c73e6fe143,-0.430994315,6234015d28a0c11b54da32c3
62340eb628a0c11b54da37d3,-0.42456434875,6234015d28a0c11b54da32c3
6162aa1fe1b7f5c73e6fe79b,-0.9970413499999999,6162aa1fe1b7f5c73e6fe666
6162aa1fe1b7f5c73e6fe60c,-0.991784975,6162aa1fe1b7f5c73e6fe666
6162aa1fe1b7f5c73e6fe759,-0.981357,6162aa1fe1b7f5c73e6fe666
6162aa1fe1b7f5c73e6fe154,-0.95096848,6162aa1fe1b7f5c73e6fe666
6162aa1fe1b7f5c73e6fe766,-0.9460344700000001,6162aa1fe1b7f5c73e6fe666
6162aa1fe1b7f5c73e6fdfe3,-0.93282104475,6162aa1fe1b7f5c73e6fe666
6162aa1fe1b7f5c73e6fe458,-0.9191761956666666,6162aa1fe1b7f5c73e6fe666
6162aa1fe1b7f5c73e6fe885,-0.917429205,6162aa1fe1b7f5c73e6fe666
6162aa1fe1b7f5c73e6fe24c,-0.915190505,6162aa1fe1b7f5c73e6fe666
62340edd28a0c11b54da37e3,-0.909989135,6162aa1fe1b7f5c73e6fe666
6162aa1fe1b7f5c73e6fe265,-0.964656514,6162aa1fe1b7f5c73e6fe0c0
6162aa1fe1b7f5c73e6fe63f,-0.960984506,6162aa1fe1b7f5c73e6fe0c0
