_id,weight,orig_id
623409cb28a0c11b54da360e,-0.92940567,62340f3828a0c11b54da3802
62340c7228a0c11b54da3704,-0.9247295600000001,62340f3828a0c11b54da3802
62340ee928a0c11b54da37e8,-0.896713995,62340f3828a0c11b54da3802
62340c9028a0c11b54da3710,-0.8950928733333333,62340f3828a0c11b54da3802
623407d228a0c11b54da354b,-0.8821073066666667,62340f3828a0c11b54da3802
62340f3428a0c11b54da3800,-0.8656598516666667,62340f3828a0c11b54da3802
62340cd228a0c11b54da3729,-0.8622470950000001,62340f3828a0c11b54da3802
6234051528a0c11b54da343d,-0.85070917,62340f3828a0c11b54da3802
62340b8928a0c11b54da36b2,-0.5998848186666667,62340f3828a0c11b54da3802
623406fa28a0c11b54da34fa,-0.5864911031666666,62340f3828a0c11b54da3802
6162aa1fe1b7f5c73e6fe39e,-0.91923252,6162aa1fe1b7f5c73e6fe1e7
6162aa1fe1b7f5c73e6fe569,-0.7473494700000001,6162aa1fe1b7f5c73e6fe1e7
6162aa1fe1b7f5c73e6fe162,-0.69564882,6162aa1fe1b7f5c73e6fe1e7
6162aa1fe1b7f5c73e6fe185,-0.612751485,6162aa1fe1b7f5c73e6fe1e7
6162aa1fe1b7f5c73e6fe1d6,-0.571176365,6162aa1fe1b7f5c73e6fe1e7
6162aa1fe1b7f5c73e6fe6c1,-0.54994148,6162aa1fe1b7f5c73e6fe1e7
6162aa1fe1b7f5c73e6fe1f4,-0.54198918,6162aa1fe1b7f5c73e6fe1e7
6162aa1fe1b7f5c73e6fe2fb,-0.48639305999999993,6162aa1fe1b7f5c73e6fe1e7
6162aa1fe1b7f5c73e6fe39c,-0.4808870599999999,6162aa1fe1b7f5c73e6fe1e7
6162aa1fe1b7f5c73e6fe4a4,-0.46007459999999994,6162aa1fe1b7f5c73e6fe1e7
62340edb28a0c11b54da37e2,-0.84839131,623407b228a0c11b54da353d
62340f8028a0c11b54da381e,-0.6466557633333333,623407b228a0c11b54da353d
6234086628a0c11b54da3582,-0.5854319266666667,623407b228a0c11b54da353d
62340ff328a0c11b54da3848,-0.5776879966666666,623407b228a0c11b54da353d
62340c1728a0c11b54da36e3,-0.56792733,623407b228a0c11b54da353d
6234032b28a0c11b54da3378,-0.5400176516666666,623407b228a0c11b54da353d
623404d328a0c11b54da3424,-0.5351035933333332,623407b228a0c11b54da353d
62340eb928a0c11b54da37d4,-0.5309268566666666,623407b228a0c11b54da353d
623405f528a0c11b54da3492,-0.5269514716666667,623407b228a0c11b54da353d
62340a0928a0c11b54da3625,-0.5175509666666667,623407b228a0c11b54da353d
6162aa1fe1b7f5c73e6fe6bd,-0.9793355333333333,6162aa1fe1b7f5c73e6fe647
6162aa1fe1b7f5c73e6fe765,-0.6911645985,6162aa1fe1b7f5c73e6fe647
62340c4228a0c11b54da36f3,-0.63255233,6162aa1fe1b7f5c73e6fe647
6162aa1fe1b7f5c73e6fe32a,-0.5369416885,6162aa1fe1b7f5c73e6fe647
6162aa1fe1b7f5c73e6fe660,-0.410296415,6162aa1fe1b7f5c73e6fe647
6162aa1fe1b7f5c73e6fe489,-0.3482972785,6162aa1fe1b7f5c73e6fe647
6234100928a0c11b54da3850,-0.31467542000000004,6162aa1fe1b7f5c73e6fe647
6162aa1fe1b7f5c73e6fe285,-0.30234364,6162aa1fe1b7f5c73e6fe647
6162aa1fe1b7f5c73e6fe5a7,-0.23170564149999998,6162aa1fe1b7f5c73e6fe647
6162aa1fe1b7f5c73e6fe64d,-0.22021255233333337,6162aa1fe1b7f5c73e6fe647
62340ca428a0c11b54da3717,-0.988712008,6234092d28a0c11b54da35d0
6234044428a0c11b54da33ed,-0.7447185036,6234092d28a0c11b54da35d0
6234013328a0c11b54da32b3,-0.3105640203333333,6234092d28a0c11b54da35d0
62340e4128a0c11b54da37a9,-0.2934260598333333,6234092d28a0c11b54da35d0
6162aa1fe1b7f5c73e6fe376,-0.2831311193333333,6234092d28a0c11b54da35d0
62340b6928a0c11b54da36a8,-0.22531174275,6234092d28a0c11b54da35d0
6234079528a0c11b54da3536,-0.22105745,6234092d28a0c11b54da35d0
62340fbf28a0c11b54da3836,-0.21424527075,6234092d28a0c11b54da35d0
6234094528a0c11b54da35da,-0.20915469050000002,6234092d28a0c11b54da35d0
62340de928a0c11b54da378a,-0.2091441515,6234092d28a0c11b54da35d0
6162aa1fe1b7f5c73e6fe478,-0.97217151,6162aa1fe1b7f5c73e6fe4cb
6162aa1fe1b7f5c73e6fe504,-0.7017777571428572,6162aa1fe1b7f5c73e6fe4cb
6162aa1fe1b7f5c73e6fe4a8,-0.4872427114285714,6162aa1fe1b7f5c73e6fe4cb
6162aa1fe1b7f5c73e6fe773,-0.39221002857142856,6162aa1fe1b7f5c73e6fe4cb
6162aa1fe1b7f5c73e6fea0b,-0.38526569257142856,6162aa1fe1b7f5c73e6fe4cb
6162aa1fe1b7f5c73e6fe86c,-0.36108779857142853,6162aa1fe1b7f5c73e6fe4cb
6162aa1fe1b7f5c73e6fe532,-0.35054290357142853,6162aa1fe1b7f5c73e6fe4cb
6162aa1fe1b7f5c73e6fe0e7,-0.32366970190476185,6162aa1fe1b7f5c73e6fe4cb
6162aa1fe1b7f5c73e6fe4b2,-0.30027800857142856,6162aa1fe1b7f5c73e6fe4cb
6162aa1fe1b7f5c73e6fe074,-0.2747653657142857,6162aa1fe1b7f5c73e6fe4cb
6162aa1fe1b7f5c73e6fe714,-0.989367708,6162aa1fe1b7f5c73e6fe00a
6162aa1fe1b7f5c73e6fe6dd,-0.925603244,6162aa1fe1b7f5c73e6fe00a
6162aa1fe1b7f5c73e6fe322,-0.74428855,6162aa1fe1b7f5c73e6fe00a
6162aa1fe1b7f5c73e6fe250,-0.73625797,6162aa1fe1b7f5c73e6fe00a
6162aa1fe1b7f5c73e6fe25f,-0.499418724,6162aa1fe1b7f5c73e6fe00a
6162aa1fe1b7f5c73e6fea21,-0.498244778,6162aa1fe1b7f5c73e6fe00a
6162aa1fe1b7f5c73e6fe175,-0.497298263,6162aa1fe1b7f5c73e6fe00a
